country,shop_id,item_id
sg,162285147,3429367016
sg,162285147,3834699765
sg,162285147,9580886556
sg,162285147,29122926379
sg,162285147,9277029904
sg,162285147,20928065750
sg,162285147,46809552766
sg,162285147,8521061922
sg,162285147,3234771451
sg,162285147,42180394956
sg,162285147,24862317548
sg,162285147,47809561377
sg,162285147,26742245973
sg,162285147,28065268033
sg,162285147,44373328176
sg,162285147,25482448617
sg,162285147,27562347247
sg,162285147,29804577754
sg,162285147,45460181197
sg,162285147,28305719352
sg,162285147,4034586418
sg,162285147,6434561552
sg,162285147,57651134648
sg,162285147,6134573547
sg,162285147,27105717490
sg,162285147,52206229732
sg,162285147,9677016408
sg,162285147,26803272335
sg,162285147,55900335555
sg,162285147,41755284866
sg,162285147,29903298313
sg,162285147,15967977207
sg,162285147,23037193738
sg,162285147,5707365172
sg,162285147,52156123210
sg,162285147,12036179027
sg,162285147,21780326762
sg,162285147,3005449449
sg,162285147,6829532540
sg,162285147,9587031662
sg,162285147,26053451192
sg,162285147,6129478029
sg,162285147,28514372915
sg,162285147,7754135407
sg,162285147,5945090734
sg,162285147,54855065067
sg,162285147,5953147589
sg,162285147,57405070716
sg,162285147,41605295393
sg,162285147,26594695861
sg,162285147,55905065770
sg,162285147,20293048938
sg,162285147,26421899443
sg,162285147,44360209761
sg,162285147,11420077528
sg,162285147,46158348621
sg,162285147,4745017006
sg,162285147,43671647707
sg,162285147,53558345756
sg,162285147,55556236325
sg,162285147,41705295332
sg,162285147,45260178816
sg,162285147,11720294681
sg,162285147,5129267178
sg,162285147,9980885456
sg,162285147,10533077300
sg,162285147,46906261109
sg,162285147,19410245735
sg,162285147,11432857944
sg,162285147,41060230153
sg,162285147,51659545247
sg,162285147,43778217535
sg,162285147,11231910497
sg,144250728,27994485924
sg,144250728,2222102125
sg,144250728,50402128162
sg,144250728,46259431352
sg,144250728,2186962679
sg,144250728,2280197015
sg,144250728,2196194553
sg,144250728,23189303206
sg,144250728,7142945750
sg,144250728,56460910588
sg,144250728,21390756419
sg,144250728,20681059176
sg,144250728,2188652714
sg,144250728,49160923267
sg,144250728,3757656736
sg,144250728,26474008843
sg,144250728,15219778695
sg,144250728,2187196969
sg,144250728,2280197183
sg,144250728,6745144067
sg,144250728,4948154592
sg,144250728,9362561583
sg,144250728,55410758050
sg,144250728,2188044675
sg,144250728,6178467193
sg,144250728,2280197197
sg,144250728,2194411009
sg,144250728,7757555974
sg,144250728,2280197218
sg,144250728,44401120941
sg,144250728,16914111796
sg,144250728,2189115709
sg,144250728,25319842553
sg,144250728,2193277924
sg,144250728,6402128165
sg,144250728,2222228042
sg,144250728,4201949310
sg,144250728,2189115691
sg,144250728,7139532606
sg,144250728,7954356508
sg,144250728,2196155295
sg,144250728,54910766583
sg,144250728,7542581341
sg,144250728,2194492847
sg,144250728,2280197159
sg,144250728,5839532473
sg,144250728,28334374784
sg,144250728,2840776410
sg,144250728,2193277920
sg,144250728,40951111541
sg,144250728,42219246273
sg,144250728,2193277925
sg,144250728,7242949011
sg,144250728,9752269342
sg,144250728,49060931647
sg,144250728,2189265922
sg,144250728,2188652695
sg,144250728,2196155290
sg,144250728,51760885656
sg,144250728,2194411008
sg,144250728,2189115733
sg,144250728,4921428224
sg,144250728,2186962680
sg,144250728,2196155289
sg,144250728,16514110676
sg,144250728,2194695255
sg,144250728,12908952270
sg,144250728,2193715699
sg,144250728,28874382911
sg,144250728,45252157204
sg,144250728,2194695245
sg,144250728,22252455303
sg,144250728,17114104008
sg,144250728,2188652736
sg,144250728,2186909974
sg,144250728,11661824377
sg,144250728,2186935545
sg,144250728,3944996372
sg,144250728,12422035516
sg,144250728,2194358120
sg,144250728,2194411038
sg,144250728,12892699818
sg,144250728,2302242249
sg,144250728,4388241262
sg,144250728,2186962687
sg,144250728,9096974683
sg,144250728,28128676556
sg,144250728,2302193558
sg,144250728,16414102694
sg,144250728,2222220861
sg,144250728,2196280549
sg,144250728,13322045022
sg,144250728,54057936609
sg,144250728,2186962668
sg,144250728,4345153063
sg,144250728,4376037802
sg,144250728,2194324506
sg,144250728,6343228218
sg,144250728,27374373189
sg,144250728,2196280548
sg,144250728,2196155278
sg,144250728,2302256464
sg,144250728,7617250717
sg,144250728,7354352249
sg,144250728,2194358122
sg,144250728,6516536524
sg,144250728,5954356712
sg,144250728,5654330082
sg,144250728,2189115721
sg,144250728,2189115729
sg,144250728,2186909978
sg,144250728,2189115739
sg,144250728,6743284253
sg,144250728,4359890379
sg,144250728,50359420075
sg,144250728,9209784035
sg,144250728,7597847143
sg,144250728,3454455745
sg,144250728,4543226259
sg,144250728,6565467311
sg,144250728,28476115830
sg,144250728,2196155299
sg,144250728,6548145815
sg,144250728,54710555007
sg,144250728,4918755719
sg,144250728,25597587307
sg,144250728,7650950686
sg,144250728,7992785583
sg,144250728,3342658016
sg,144250728,2222188583
sg,144250728,6819564131
sg,144250728,4854358628
sg,144250728,2191511634
sg,144250728,51657968142
sg,144250728,4343549948
sg,144250728,2194358123
sg,144250728,28188254969
sg,144250728,2186937481
sg,144250728,23472378600
sg,144250728,2194411013
sg,144250728,26173482901
sg,144250728,3857656327
sg,144250728,2196155296
sg,144250728,8300552439
sg,144250728,2280197099
sg,144250728,8967192697
sg,144250728,2188652703
sg,144250728,11811571768
sg,144250728,55213097722
sg,144250728,2194358125
sg,144250728,53610881465
sg,144250728,54860874622
sg,144250728,2188044697
sg,144250728,26574560771
sg,144250728,46506387716
sg,144250728,20190017342
sg,144250728,2222126051
sg,144250728,2191511660
sg,144250728,21140150974
sg,144250728,23030368542
sg,144250728,2222150358
sg,144250728,22256464957
sg,144250728,3612111133
sg,144250728,57613311965
sg,144250728,44325485637
sg,144250728,57260476770
sg,144250728,2189115693
sg,144250728,2280197103
sg,144250728,7859885242
sg,144250728,27784800482
sg,144250728,40707063018
sg,144250728,2280197107
sg,144250728,20188134708
sg,144250728,53113311533
sg,144250728,45463329601
sg,144250728,51211180286
sg,144250728,2194324503
sg,144250728,5143542753
sg,144250728,2196140376
sg,144250728,2194557439
sg,144250728,2194645682
sg,144250728,2194324502
sg,144250728,7743534641
sg,144250728,2194580254
sg,144250728,4179426784
sg,144250728,2196280568
sg,144250728,2196140492
sg,144250728,2280197097
sg,144250728,6632121861
sg,144250728,2194293695
sg,144250728,2186909969
sg,144250728,2196140377
sg,144250728,4217250619
sg,144250728,2196140368
sg,144250728,7743530719
sg,144250728,2186909970
sg,144250728,20673660378
sg,144250728,2302256455
sg,144250728,2194557435
sg,144250728,2302256463
sg,144250728,8194326202
sg,144250728,6043540488
sg,144250728,27274581388
sg,144250728,19473663064
sg,144250728,25963501235
sg,144250728,2186962667
sg,144250728,7957556247
sg,144250728,2280197203
sg,144250728,2280197111
sg,144250728,2280197054
sg,144250728,18879450973
sg,144250728,2188652715
sg,144250728,49663323403
sg,144250728,4265395301
sg,144250728,53460885967
sg,144250728,29894484651
sg,144250728,54860885755
sg,144250728,8174468161
sg,144250728,2194492842
sg,144250728,23553819177
sg,144250728,2277258770
sg,144250728,2188044655
sg,144250728,2188044710
sg,144250728,22081961295
sg,144250728,43001110988
sg,144250728,19150092782
sg,144250728,2222139678
sg,144250728,2280197153
sg,144250728,23741425096
sg,144250728,2682360427
sg,144250728,7112883802
sg,144250728,2196194546
sg,144250728,4965962694
sg,144250728,50760763254
sg,144250728,2189115708
sg,144250728,2280197106
ph,1029353901,44081838537
ph,1029353901,25348003584
ph,1029353901,50012491564
ph,1029353901,27907238269
ph,1029353901,44807058978
ph,1029353901,48012502928
ph,1029353901,44202967382
ph,1029353901,46110721705
ph,1029353901,25627783102
ph,1029353901,27123777775
ph,1029353901,45712627578
ph,1029353901,55258523273
ph,1029353901,57557043891
ph,1029353901,26507232460
ph,1029353901,52712586591
ph,1029353901,56862489829
ph,1029353901,49362603271
ph,1029353901,28981463451
ph,1029353901,52813227795
ph,1029353901,40580976345
ph,1029353901,41522871915
ph,1029353901,40365752545
ph,1029353901,47660846784
ph,1029353901,55256480978
ph,1029353901,42878783956
ph,1029353901,28873767741
ph,1029353901,54206240900
ph,1029353901,43128791337
ph,1029353901,52207051236
ph,1029353901,55910143989
ph,1029353901,23449225531
ph,1029353901,22974476202
ph,1029353901,41079177972
ph,1029353901,26661434505
ph,1029353901,23449247230
ph,1029353901,25243837493
ph,1029353901,22574712193
ph,1029353901,18182334602
ph,1029353901,18582236693
ph,1029353901,24310550283
ph,1029353901,17995431318
ph,1029353901,44425869650
ph,1029353901,18691160601
ph,1029353901,25130513248
ph,1029353901,21682304463
ph,1029353901,56260425667
ph,1029353901,19291250876
ph,1029353901,18882311412
ph,1029353901,18683547945
ph,1029353901,19795559103
ph,1029353901,45510159968
ph,1029353901,20991272234
ph,1029353901,27877408433
ph,1029353901,22278433121
ph,1029353901,22378573039
ph,1029353901,23575100770
ph,1029353901,18391190209
ph,1029353901,16495423781
ph,1029353901,28061434270
ph,1029353901,25809132398
ph,1029353901,40329174737
ph,1029353901,21382359561
ph,1029353901,20891143071
ph,1029353901,23175059038
ph,1029353901,29454557325
ph,1029353901,25102304756
ph,1029353901,22475107253
ph,1029353901,23174758272
ph,1029353901,29687139456
ph,1029353901,51460084017
ph,1029353901,21782317960
ph,1029353901,26006929557
ph,1029353901,22449620832
ph,1029353901,27376939935
ph,1029353901,19582212720
ph,1029353901,22174721033
ph,1029353901,28077416200
ph,1029353901,56757034936
ph,1029353901,23074741906
ph,1029353901,24870309793
ph,1029353901,19691290292
ph,1029353901,29326960063
ph,1029353901,24858950434
ph,1029353901,25259152920
ph,1029353901,56110079580
ph,1029353901,23849242810
ph,1029353901,22349253231
ph,1029353901,24359158756
ph,1029353901,25463569651
ph,1029353901,22449226308
ph,1029353901,25559931987
ph,1029353901,23277633160
ph,1029353901,23749225622
ph,1029353901,22949243188
ph,1029353901,23474976326
ph,1029353901,27676960658
ph,1029353901,23774713037
ph,1029353901,25609353789
ph,1029353901,24604082355
ph,1029353901,22174994997
